form,lemma,pos,morph
ad,ad,PRE,MORPH=empty
hunc,hic,PROdem,Case=Acc|Numb=Sing
moderatum,moderatvs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
in,in,PRE,MORPH=empty
timore,timor,NOM3,Case=Abl|Numb=Sing
risum,risvs,NOM4,Case=Acc|Numb=Sing
ut,vt,CONsub,MORPH=empty
dicant,dico,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ecce,ecce,INJ,MORPH=empty
homo,homo,NOM3,Case=Nom|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
posuit,pono,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
deum,devs,NOM2,Case=Gen|Numb=Sing
adiutorem,adivtor,NOM3,Case=Acc|Numb=Sing
suum,svvs,PROpos.ref,Case=Acc|Numb=Sing
.,vnvs,ADJcar,Case=Acc|Numb=Plur
stultitise,stvltitis,ADV,Deg=Pos
impietatis,impietas,NOM3,Case=Gen|Numb=Sing
extremae,exter,ADJqua,Case=Gen|Numb=Sing|Deg=Sup
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
non,non,ADVneg,MORPH=empty
intellegere,intelligo,VER,Mood=Inf|Tense=Pres|Voice=Act
sub,svb,PRE,MORPH=empty
deo,devs,NOM2,Case=Abl|Numb=Sing
et,et,CONcoo,MORPH=empty
ex,ex,PRE,MORPH=empty
deo,devs,NOM2,Case=Abl|Numb=Sing
uiuere,vivo,VER,Mood=Inf|Tense=Pres|Voice=Act
sed,sed,CONcoo,MORPH=empty
in,in,PRE,MORPH=empty
his,hic,PROdem,Case=Abl|Numb=Plur
quse,qvie,ADV,MORPH=empty
gerit,gero,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
expectat,exspecto,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sua,svvs,PROpos.ref,Case=Abl|Numb=Sing
magis,magis,ADV,Deg=Comp
uelle,volo,VER,Mood=Inf|Tense=Pres|Voice=Act
confidere,confido,VER,Mood=Inf|Tense=Pres|Voice=SemDep
potestate,potestas,NOM3,Case=Abl|Numb=Sing
eam,is,PROdem,Case=Acc|Numb=Sing
si,si,CONsub,MORPH=empty
quid,qvis,PROind,Case=Nom|Numb=Sing
illud,ille,PROdem,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
se,svi,PROref,Case=Abl|Numb=Sing
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ex,ex,PRE,MORPH=empty
deo,devs,NOM2,Case=Abl|Numb=Sing
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.,vnvs,ADJcar,Case=Nom|Numb=Sing
ad,ad,PRE,MORPH=empty
deum,devs,NOM2,Case=Acc|Numb=Sing
itaque,itaqve,CONcoo,MORPH=empty
spes,spes,NOM5,Case=Nom|Numb=Sing
omnis,omnis,PROind,Case=Nom|Numb=Sing
nostra,noster,PROpos,Case=Nom|Numb=Sing
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
confessio,confessio,NOM3,Case=Nom|Numb=Sing
omnis,omnis,PROind,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
deo,devs,NOM2,Case=Abl|Numb=Sing
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
exemplo,exemplvm,NOM2,Case=Abl|Numb=Sing
prophetse,prophete,ADV,Deg=Pos
dicentis,dico,VER,Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
domine,dominvs,NOM2,Case=Voc|Numb=Sing
adiutor,adivtor,NOM3,Case=Nom|Numb=Sing
meus,mevs,PROpos,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
redemptor,redemptor,NOM3,Case=Nom|Numb=Sing
meus,mevs,PROpos,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
rursum,rvrsvs,ADV,Deg=Pos
leuaui,levo,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
oculos,ocvlvs,NOM2,Case=Acc|Numb=Plur
meos,mevs,PROpos,Case=Acc|Numb=Plur
in,in,PRE,MORPH=empty
montes,mons,NOM3,Case=Acc|Numb=Plur
unde,vnde,ADVint,MORPH=empty
ueniet,venio,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
adiutorium,adivtorivm,NOM2,Case=Nom|Numb=Sing
mihi,ego,PROper,Case=Dat|Numb=Sing
.,vnvs,ADJcar,Case=Acc|Numb=Plur
auxilium,avxilivm,NOM2,Case=Acc|Numb=Sing
meum,mevs,PROpos,Case=Acc|Numb=Sing
a,ab,PRE,MORPH=empty
domino,dominvs,NOM2,Case=Abl|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
fecit,facio,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
caelum,caelvm,NOM2,Case=Acc|Numb=Sing
et,et,CONcoo,MORPH=empty
terram,terra,NOM1,Case=Acc|Numb=Sing
.,vnvs,ADJcar,Case=Acc|Numb=Plur
metuamus,metvo,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
itaque,itaqve,CONcoo,MORPH=empty
semper,semper,ADV,Deg=Pos
ne,ne,CONsub,MORPH=empty
quando,qvando,ADV,MORPH=empty
nos,nos,PROper,Case=Acc|Numb=Plur
aeternus,aeternvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
ille,ille,PROdem,Case=Nom|Numb=Sing
ignis,ignis,NOM3,Case=Nom|Numb=Sing
urat,vro,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
uermis,verma,NOM1,Case=Acc|Numb=Plur
inmortalis,immortalis,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
absumat,absvmo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
cum,cvm,CONsub,MORPH=empty
audiamus,avdio,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
quid,qvis,PROint,Case=Acc|Numb=Sing
iusti,ivstvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
timentes,timeo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
ridentesque,rideo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
dicant,dico,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ecce,ecce,INJ,MORPH=empty
homo,homo,NOM3,Case=Nom|Numb=Sing
qui,qvi,PROrel,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
posuit,pono,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
deum,devs,NOM2,Case=Gen|Numb=Sing
adiutorem,adivtor,NOM3,Case=Acc|Numb=Sing
suum,svvs,PROpos.ref,Case=Acc|Numb=Sing
sed,sed,CONcoo,MORPH=empty
sperauit,spero,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
in,in,PRE,MORPH=empty
multitudine,mvltitvdo,NOM3,Case=Abl|Numb=Sing
diuitiarum,divitiae,NOM1,Case=Gen|Numb=Plur
suarum,svvs,PROpos.ref,Case=Gen|Numb=Plur
.,qvadrantal,ADJcar,Case=Acc|Numb=Plur
Diuites,divites,NOM7,Case=Nom|Numb=Sing
quosdam,qvidam,PROind,Case=Acc|Numb=Plur
insolentes,insolens,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
praestat,praesto,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
opulentia,opvlentia,NOM1,Case=Nom|Numb=Sing
et,et,CONcoo,MORPH=empty
maxime,magis,ADV,Deg=Sup
timorem,timor,NOM3,Case=Acc|Numb=Sing
dei,devs,NOM2,Case=Gen|Numb=Sing
diuitiarum,divitiae,NOM1,Case=Gen|Numb=Plur
fiducia,fidvcia,NOM1,Case=Abl|Numb=Sing
inanis,inanis,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
auertit,averto,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
stulti,stvltvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
non,non,ADVneg,MORPH=empty
intellegentes,intelligeo,VER,Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
hoc,hic,PROdem,Case=Acc|Numb=Sing
se,svi,PROref,Case=Acc|Numb=Sing
magis,magis,ADV,Deg=Comp
religiosos,religiosvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
oportere,oportet,VER,Mood=Inf|Tense=Pres|Voice=Act
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
quod,qvod,PROrel,MORPH=empty
.,qvintvs,ADJcar,Case=Acc|Numb=Plur
diuites,dives,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quia,qvia,CONsub,MORPH=empty
gratiam,gratia,NOM1,Case=Acc|Numb=Sing
referre,refero,VER,Mood=Inf|Tense=Pres|Voice=Act
largitori,largitor,NOM3,Case=Dat|Numb=Sing
bonorum,bonvm,NOM2,Case=Gen|Numb=Plur
sibi,svi,PROref,Case=Dat|Numb=Sing
desiderabilium,desiderabilis,ADJqua,Case=Gen|Numb=Plur|Deg=Pos
conueniat,convenio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
et,et,CONcoo,MORPH=empty
hoc,hic,PROdem,Case=Abl|Numb=Sing
magis,magis,ADV,Deg=Comp
inexcusabilis,inexcvsabilis,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
auaritise,avarite,ADV,Deg=Pos
reatus,reor,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
quia,qvia,CONsub,MORPH=empty
auaritise,avarite,ADV,Deg=Pos
necessitatem,necessitas,NOM3,Case=Acc|Numb=Sing
non,non,ADVneg,MORPH=empty
excuset,excvso,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
opulentia,opvlentia,NOM1,Case=Nom|Numb=Sing
.,vnvs,ADJcar,Case=Gen|Numb=Sing
iam,iam,ADV,Deg=Pos
uero,vero,CONcoo,MORPH=empty
quam,qvam,ADVint,MORPH=empty
infelix,infelix,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
fiducia,fidvcia,NOM1,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
rei,res,NOM5,Case=Gen|Numb=Sing
inanis,inanis,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
deum,devs,NOM2,Case=Gen|Numb=Plur
contemnere,contemno,VER,Mood=Inf|Tense=Pres|Voice=Act
habendo,habeo,VER,Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
aurum,avrvm,NOM2,Case=Acc|Numb=Sing
quasi,qvasi,CONsub,MORPH=empty
aurum,avrvm,NOM2,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
ex,ex,PRE,MORPH=empty
dei,devs,NOM2,Case=Gen|Numb=Sing
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
creaturis,creo,VER,Case=Abl|Numb=Plur|Mood=Par|Tense=Fut|Voice=Act
aut,avt,CONcoo,MORPH=empty
aliquis,aliqvis,PROind,Case=Nom|Numb=Sing
per,per,PRE,MORPH=empty
id,is,PROdem,Case=Acc|Numb=Sing
iudicio,ivdicivm,NOM2,Case=Abl|Numb=Sing
sanae,sanvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
mentis,mens,NOM3,Case=Gen|Numb=Sing
beatae,beatvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
uita,vita,NOM1,Case=Abl|Numb=Sing
adquirat,acqviro,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
profectum,proficiscor,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep
quod,qvi,PROrel,Case=Nom|Numb=Sing
sibi,svi,PROref,Case=Dat|Numb=Sing
aurum,avrvm,NOM2,Case=Nom|Numb=Sing
iaceat,iaceo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
suffossum,svffodio,VER,Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass
et,et,CONcoo,MORPH=empty
hinc,hinc,ADV,Deg=Pos
fiat,fio,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
non,non,ADVneg,MORPH=empty
generalis,generalis,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
animae,anima,NOM1,Case=Gen|Numb=Sing
et,et,CONcoo,MORPH=empty
corporis,corpvs,NOM3,Case=Gen|Numb=Sing
homo,homo,NOM3,Case=Nom|Numb=Sing
aliusque,alivsqve,PROind,Case=Nom|Numb=Sing
possit,possvm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
quam,qvam,ADVrel,MORPH=empty
natus,natvs,ADJqua,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ant,at,CONcoo,MORPH=empty
cum,cvm,CONsub,MORPH=empty
uita,vita,NOM1,Case=Abl|Numb=Sing
excedat,excedo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
auro,avrvm,NOM2,Case=Abl|Numb=Sing
suo,svvs,PROpos.ref,Case=Abl|Numb=Sing
sit,svm,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
usurus,vtor,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Fut|Voice=Dep
inmorte,immors,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
utetur,vtor,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3
plane,plane,ADV,Deg=Pos
si,si,CONsub,MORPH=empty
eo,eo,PROdem,Case=Abl|Numb=Sing
recte,recte,ADV,Deg=Pos
utetur,vtor,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3
in,in,PRE,MORPH=empty
uita,vita,NOM1,Case=Abl|Numb=Sing
si,si,CONsub,MORPH=empty
esurientem,esvrio,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
pane,panis,NOM3,Case=Abl|Numb=Sing
suo,svvs,PROpos.ref,Case=Abl|Numb=Sing
aluerit,alo,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
si,si,CONsub,MORPH=empty
nudum,nvdvs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
ueste,vestis,NOM3,Case=Abl|Numb=Sing
sua,svvs,PROpos.ref,Case=Abl|Numb=Sing
texerit,tego,VER,Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
aut,avt,CONcoo,MORPH=empty
aegrum,aeger,NOM2,Case=Acc|Numb=Sing
sumptu,svmptvs,NOM4,Case=Abl|Numb=Sing
suo,svvs,PROpos.ref,Case=Abl|Numb=Sing
refouerit,refoveo,VER,Numb=Sing|Mood=Sub|Tense=Fut|Voice=Act|Person=3
aut,avt,CONcoo,MORPH=empty
captiuum,captivvs,NOM2,Case=Acc|Numb=Sing
libertati,libertas,NOM3,Case=Dat|Numb=Sing
suae,svvs,PROpos.ref,Case=Dat|Numb=Sing
redemerit,redimo,VER,Numb=Sing|Mood=Sub|Tense=Fut|Voice=Act|Person=3
haec,hic,PROdem,Case=Nom|Numb=Plur
sunt,svm,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
plane,plane,ADV,Deg=Pos
ambitiosse,ambitiose,ADJqua,Deg=Pos
apud,apvd,PRE,MORPH=empty
deum,devs,NOM2,Case=Gen|Numb=Plur
humani,hvmanvs,ADJqua,Case=Gen|Numb=Plur|Deg=Pos
thensauri,thesavrvs,NOM2,Case=Nom|Numb=Plur
legationes,legatio,NOM3,Case=Nom|Numb=Plur
haec,hic,PROdem,Case=Nom|Numb=Sing
potentia,potentia,NOM1,Case=Nom|Numb=Sing
deprecandorum,deprecor,VER,Case=Gen|Numb=Plur|Mood=Adj|Voice=Dep
criminum,crimen,NOM3,Case=Gen|Numb=Plur
et,et,CONcoo,MORPH=empty
uera,vervs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
suffragia,svffragivm,NOM2,Case=Nom|Numb=Plur
.,qvintvs,ADJcar,Case=Ind|Numb=Plur
sic,sic,ADV,Deg=Pos
auro,avrvm,NOM2,Case=Abl|Numb=Sing
demutabimur,demvto,VER,Numb=Plur|Mood=Ind|Tense=Fut|Voice=Pass|Person=1
ut,vt,CONsub,MORPH=empty
er,er,CONcoo,MORPH=empty
terrenis,terrenvs,NOM2,Case=Abl|Numb=Plur
caelestes,caelestis,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
et,et,CONcoo,MORPH=empty
ex,ex,PRE,MORPH=empty
mortalibus,mortalis,NOM3,Case=Abl|Numb=Plur
simus,svm,VER,Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
aeterni,aeternvs,ADJqua,Case=Nom|Numb=Plur|Deg=Pos
haec,hic,PROdem,Case=Nom|Numb=Plur
infidelis,infidelis,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
illa,ille,PROdem,Case=Nom|Numb=Plur
populus,popvlvs,NOM2,Case=Nom|Numb=Sing
non,non,ADVneg,MORPH=empty
cogitans,cogito,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
et,et,CONcoo,MORPH=empty
dei,devs,NOM2,Case=Gen|Numb=Sing
mandata,mandatvm,NOM2,Case=Acc|Numb=Plur
contemnens,contemno,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
putansque,pvto,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act
se,svi,PROref,Case=Acc|Numb=Sing
per,per,PRE,MORPH=empty
legem,lex,NOM3,Case=Acc|Numb=Sing
quae,qvi,PROrel,Case=Nom|Numb=Sing
futurorum,fvtvrvs,ADJqua,Case=Gen|Numb=Plur
bonorum,bonvm,ADJqua,Case=Gen|Numb=Plur|Deg=Pos
umbra,vmbra,NOM1,Case=Abl|Numb=Sing
eat,eo,VER,Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
diuitem,dives,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
adeptis,adipiscor,VER,Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep
diuitiis,divitiae,NOM1,Case=Abl|Numb=Plur
male,male,ADV,Deg=Pos
usus,vsvs,NOM4,Case=Nom|Numb=Sing|Tense=Perf
ex,ex,PRE,MORPH=empty
uiuentium,vivens,NOM3,Case=Gen|Numb=Plur
terra,terra,NOM1,Case=Abl|Numb=Sing
et,et,CONcoo,MORPH=empty
tabernaculo,tabernacvlvm,NOM2,Case=Abl|Numb=Sing
eradicatus,eradico,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
et,et,CONcoo,MORPH=empty
emigratus,emigratvs,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep
auulsus,avello,ADJqua,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
praepotentem,praepotens,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
se,svi,PROref,Case=Acc|Numb=Sing
in,in,PRE,MORPH=empty
uanitatibus,vanitas,NOM3,Case=Abl|Numb=Plur
credens,credo,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
in,in,PRE,MORPH=empty
regni,regnvm,NOM2,Case=Gen|Numb=Sing
scilicet,scilicet,ADV,Deg=Pos
sui,svi,PROref,Case=Gen|Numb=Sing
gloria,gloria,NOM1,Case=Abl|Numb=Sing
in,in,PRE,MORPH=empty
templi,templvm,NOM2,Case=Gen|Numb=Sing
auro,avrvm,NOM2,Case=Abl|Numb=Sing
in,in,PRE,MORPH=empty
mandatis,mandatvm,NOM2,Case=Abl|Numb=Plur
hominum,homo,NOM3,Case=Gen|Numb=Plur
secundum,secvndvm,PRE,Deg=Pos
prophetam,propheta,NOM1,Case=Acc|Numb=Sing
dicentem,dico,VER,Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
sine,sine,PRE,MORPH=empty
causa,cavsa,NOM1,Case=Abl|Numb=Sing
colunt,colo,VER,Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
me,ego,PROper,Case=Acc|Numb=Sing
docentes,doceo,VER,Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act
doctrinas,doctrina,NOM1,Case=Acc|Numb=Plur
et,et,CONcoo,MORPH=empty
praecepta,praeceptvm,NOM2,Case=Acc|Numb=Plur
hominum,homo,NOM3,Case=Gen|Numb=Plur
dei,devs,NOM2,Case=Gen|Numb=Sing
lege,lex,NOM3,Case=Abl|Numb=Sing
contumeliosa,contvmeliosvs,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
humanae,hvmanvs,ADJqua,Case=Gen|Numb=Sing|Deg=Pos
consuetudinis,consvetvdo,NOM3,Case=Gen|Numb=Sing
obseruatione,observatio,NOM3,Case=Abl|Numb=Sing
mutata,mvto,VER,Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass
.,qvintvs,ADJcar,Case=Gen|Numb=Sing
Propheta,prophetas,NOM1,Case=Nom|Numb=Sing
autem,avtem,CONcoo,MORPH=empty
quem,qvi,PROrel,Case=Acc|Numb=Sing
necesse,necesse,ADJqua,Case=Ind|Deg=Pos
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
iustum,ivstvs,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
intellegi,intelligo,VER,Mood=Inf|Tense=Pres|Voice=Pass
aliter,aliter,ADV,Deg=Pos
de,de,PRE,MORPH=empty
se,svi,PROref,Case=Abl|Numb=Sing
fiducia,fidvcia,NOM1,Case=Abl|Numb=Sing
spei,spes,NOM5,Case=Gen|Numb=Sing
suse,svse,ADV,Deg=Pos
loquitur,loqvor,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
ego,ego,PROper,Case=Nom|Numb=Sing
autem,avtem,CONcoo,MORPH=empty
sicut,sicvt,ADVrel,MORPH=empty
.,qvintvs,ADJcar,Case=Acc|Numb=Plur
oliua,oliva,NOM2,Case=Abl|Numb=Sing
fructifera,frvctifer,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
in,in,PRE,MORPH=empty
domo,domvs,NOM2,Case=Abl|Numb=Sing
dei,devs,NOM2,Case=Gen|Numb=Sing
speraui,spero,VER,Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
in,in,PRE,MORPH=empty
misericordia,misericordia,NOM1,Case=Abl|Numb=Sing
dei,devs,NOM2,Case=Gen|Numb=Sing
in,in,PRE,MORPH=empty
aeternum,aeternvm,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
et,et,CONcoo,MORPH=empty
in,in,PRE,MORPH=empty
sseculum,svecvlvm,NOM2,Case=Acc|Numb=Sing
saeculi,saecvlvm,NOM2,Case=Gen|Numb=Sing
.,qvadrantal,ADJcar,Case=Gen|Numb=Plur
differt,differo,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
quidem,qvidem,ADV,Deg=Pos
tempore,tempvs,NOM3,Case=Abl|Numb=Sing
aetas,aetas,NOM3,Case=Nom|Numb=Sing
hominum,homo,NOM3,Case=Gen|Numb=Plur
sed,sed,CONcoo,MORPH=empty
prophetise,prophetise,ADV,Deg=Pos
spiritus,spiritvs,NOM4,Case=Nom|Numb=Sing
idem,idem,PROdem,Case=Nom|Numb=Sing
est,svm,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.,vnvs,ADJcar,Case=Nom|Numb=Sing
propheta,propheta,NOM2,Case=Acc|Numb=Plur
manere,maneo,VER,Mood=Inf|Tense=Pres|Voice=Act
se,svi,PROref,Case=Acc|Numb=Sing
in,in,PRE,MORPH=empty
domo,domvs,NOM2,Case=Abl|Numb=Sing
dei,devs,NOM2,Case=Gen|Numb=Sing
sicut,sicvt,ADVrel,MORPH=empty
oliuam,oliva,NOM1,Case=Acc|Numb=Sing
fructiferam,frvctifer,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
dicit,dico,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
arborem,arbor,NOM3,Case=Acc|Numb=Sing
semper,semper,ADV,Deg=Pos
uirentem,virens,ADJqua,Case=Acc|Numb=Sing|Voice=Act
et,et,CONcoo,MORPH=empty
fructus,frvctvs,NOM4,Case=Acc|Numb=Plur
optimi,bonvs,ADJqua,Case=Gen|Numb=Sing|Deg=Sup
feracem,ferax,ADJqua,Case=Acc|Numb=Sing|Deg=Pos
.,vnvs,ADJcar,Case=Gen|Numb=Plur
apostolus,apostolvs,ADJqua,Case=Nom|Numb=Sing
huic,hic,PROdem,Case=Dat|Numb=Sing
olese,olese,ADV,Deg=Pos
prsefractis,prifrafracio,VER,Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep
ob,ob,PRE,MORPH=empty
infidelitatem,infidelitas,NOM3,Case=Acc|Numb=Sing
ramis,ramvs,NOM2,Case=Abl|Numb=Plur
eius,is,PROdem,Case=Gen|Numb=Sing
fideles,fidelis,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
gentes,gens,NOM3,Case=Acc|Numb=Plur
ex,ex,PRE,MORPH=empty
ignobili,ignobilis,ADJqua,Case=Abl|Numb=Sing|Deg=Pos
oleastro,oleastrvm,NOM2,Case=Abl|Numb=Sing
esse,svm,VER,Mood=Inf|Tense=Pres|Voice=Act
insitas,insitvs,ADJqua,Case=Acc|Numb=Plur|Deg=Pos
praedicat,praedico,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ut,vt,CONsub,MORPH=empty
contra,contra,PRE,MORPH=empty
naturam,natvra,NOM1,Case=Acc|Numb=Sing
generis,genvs,NOM3,Case=Gen|Numb=Sing
naturam,natvra,NOM1,Case=Acc|Numb=Sing
radicis,radix,NOM3,Case=Gen|Numb=Sing
acciperent,accipio,VER,Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
.,qvinqvaginta,ADJcar,Case=Gen|Numb=Plur
sed,sed,CONcoo,MORPH=empty
propheta,propheta,NOM2,Case=Nom|Numb=Sing
in,in,PRE,MORPH=empty
lege,lex,NOM3,Case=Abl|Numb=Sing
licet,licet,VER,Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
manens,maneo,VER,Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act
euangelicus,evangelicvs,ADJqua,Case=Nom|Numb=Sing|Deg=Pos
tamen,tamen,ADV,Deg=Pos
propheta,prophetvs,NOM1,Case=Nom|Numb=Sing
simul,simvl,ADV,Deg=Pos
et,et,CONcoo,MORPH=empty
in,in,PRE,MORPH=empty
